name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
rls_enabled_no_policy,RLS Enabled No Policy,INFO,EXTERNAL,"[""SECURITY""]",Detects cases where row level security (RLS) has been enabled on a table but no RLS policies have been created.,"Table \`public.audit_log\` has RLS enabled, but no policies exist",https://supabase.com/docs/guides/database/database-linter?lint=0008_rls_enabled_no_policy,"{""name"":""audit_log"",""type"":""table"",""schema"":""public""}",rls_enabled_no_policy_public_audit_log
rls_enabled_no_policy,RLS Enabled No Policy,INFO,EXTERNAL,"[""SECURITY""]",Detects cases where row level security (RLS) has been enabled on a table but no RLS policies have been created.,"Table \`public.content_version\` has RLS enabled, but no policies exist",https://supabase.com/docs/guides/database/database-linter?lint=0008_rls_enabled_no_policy,"{""name"":""content_version"",""type"":""table"",""schema"":""public""}",rls_enabled_no_policy_public_content_version
rls_enabled_no_policy,RLS Enabled No Policy,INFO,EXTERNAL,"[""SECURITY""]",Detects cases where row level security (RLS) has been enabled on a table but no RLS policies have been created.,"Table \`public.experiences\` has RLS enabled, but no policies exist",https://supabase.com/docs/guides/database/database-linter?lint=0008_rls_enabled_no_policy,"{""name"":""experiences"",""type"":""table"",""schema"":""public""}",rls_enabled_no_policy_public_experiences
rls_enabled_no_policy,RLS Enabled No Policy,INFO,EXTERNAL,"[""SECURITY""]",Detects cases where row level security (RLS) has been enabled on a table but no RLS policies have been created.,"Table \`public.projects\` has RLS enabled, but no policies exist",https://supabase.com/docs/guides/database/database-linter?lint=0008_rls_enabled_no_policy,"{""name"":""projects"",""type"":""table"",""schema"":""public""}",rls_enabled_no_policy_public_projects
rls_enabled_no_policy,RLS Enabled No Policy,INFO,EXTERNAL,"[""SECURITY""]",Detects cases where row level security (RLS) has been enabled on a table but no RLS policies have been created.,"Table \`public.site_settings\` has RLS enabled, but no policies exist",https://supabase.com/docs/guides/database/database-linter?lint=0008_rls_enabled_no_policy,"{""name"":""site_settings"",""type"":""table"",""schema"":""public""}",rls_enabled_no_policy_public_site_settings
rls_enabled_no_policy,RLS Enabled No Policy,INFO,EXTERNAL,"[""SECURITY""]",Detects cases where row level security (RLS) has been enabled on a table but no RLS policies have been created.,"Table \`public.storage_access_logs\` has RLS enabled, but no policies exist",https://supabase.com/docs/guides/database/database-linter?lint=0008_rls_enabled_no_policy,"{""name"":""storage_access_logs"",""type"":""table"",""schema"":""public""}",rls_enabled_no_policy_public_storage_access_logs
